DIVISION,DATE,SALES ($),DEMAND (No. of Handsets),SALES (No. of Handsets),CH1_SMS,CH2_Newspaper ads,CH3_Radio,CH4_TV,CH5_Pay Per Click,CH_6_Offline,CH_7_Contest,CH_8_Coupons,CH_9_Internet,CH_10_Email to customers,CH_11_Facebook Post,CH_12_Facebook ads,CH_13_Sponsership,CH_14_Newsletter article,CH_15_Direct mail,CH_16_Poster,"Variables,Adstock,Power,Lag"
HANDSET MANUFACTURING UNIT,20-10-2013,1484115.52,86622,5759,48.425,11.099679,92.7469,1155.225,1321.858,64.7,9.2239,11.6513,4992.524,76,199.4545,920.6818,168.70455,42.6364,5.0909,8.6818,
HANDSET MANUFACTURING UNIT,21-10-2013,1436107.73,61103,6841,41.2437,10.780856,74.2386,1114.6447,1051.006,85.2464,5.3577,9.4233,4108.857,87.1364,403.7727,1091.8182,199.58182,31.4091,4.3636,7.4091,
HANDSET MANUFACTURING UNIT,22-10-2013,1430238.06,68092,6456,38.057,10.027128,75.1457,1070.1295,935.436,7.3203,9.1393,10.0477,3149.857,110.7727,268.5455,1095.4091,202.06364,54.3182,4.8636,15.1818,
HANDSET MANUFACTURING UNIT,23-10-2013,1420375.22,59401,5453,38.1959,10.518225,79.5329,1105.0515,1674.99,35.0395,9.9726,10.9754,3783,96.7273,225.7727,861.1364,179.77727,33.7727,4.3636,8.7727,
HANDSET MANUFACTURING UNIT,24-10-2013,1567453.13,22681,5134,40.6498,10.727556,81.7345,1115.9174,1066.52,0,5.2553,7.1372,3883.095,131.6818,210.3182,849.5455,165.47273,40.3182,3.9091,10.6364,
HANDSET MANUFACTURING UNIT,25-10-2013,1556214.14,69714,4279,41.3988,10.489955,73.4515,1080.4018,1119.701,70.3706,12.7822,8.1107,3695.714,152.5,214.1818,950.0909,183.65909,41.1364,5.7273,8.8636,
HANDSET MANUFACTURING UNIT,26-10-2013,1599635.17,13816,5212,48.3967,11.065644,83.9878,1155.6522,1153.756,101.5147,15.3318,6.3375,4390.143,95.1364,226.2273,852.8182,188.88636,37.2727,4.0909,11.5,
HANDSET MANUFACTURING UNIT,27-10-2013,1649371.25,11756,75245,42.5309,10.512018,77.8968,1084.3651,1430.851,101.9914,12.5091,6.1999,4997.381,106.3182,282,901,295.58636,234.3636,6.7727,40.3182,
HANDSET MANUFACTURING UNIT,28-10-2013,2011474.31,14009,56280,44.4388,10.814541,81.4573,1140.6888,996.813,33.7128,13.4775,8.5753,4414.286,92.0455,246.8182,962.8182,271.43182,63.3636,4.9091,19.2727,
HANDSET MANUFACTURING UNIT,29-10-2013,1475088.49,49740,46240,42.6279,11.224485,79.3605,1176.2093,390.3756,0,9.6319,8.0209,3298.952,891.5664,1540.4294,7307.3182,1265.03182,420.1434,70.377,132.5565,
HANDSET MANUFACTURING UNIT,30-10-2013,7483649.01,107985,16482,49.221,10.995497,86.8139,1151.5217,462.8413,17.6288,12.6888,10.5666,2838.129,173.3708,394.712,1420.9545,324.14545,115.1328,13.6853,33.9656,
HANDSET MANUFACTURING UNIT,31-10-2013,7784397.08,121935,77542,46.2566,11.370578,84.5387,1162.7381,676.4964,27.254,12.4105,10.3348,2744.632,165.5566,493.4066,1356.9091,405.19545,122.0427,13.0684,42.4584,
HANDSET MANUFACTURING UNIT,1/11/2013,7688607.25,110698,55759,42.2917,11.085268,79.8047,1147.7163,694.4416,54.2678,16.4192,13.673,4937.903,149.4013,543.3876,1224.5,446.24091,127.8651,11.7932,46.7594,
HANDSET MANUFACTURING UNIT,2/11/2013,8239725.88,194874,16841,38.9348,10.688346,72.2086,1090.9399,646.6664,61.0317,9.9243,6.4891,2590.9,108.051,280.2315,885.5909,230.13182,83.1428,8.5292,24.1144,
HANDSET MANUFACTURING UNIT,3/11/2013,9723975.89,142953,46456,44.3651,10.86308,79.3506,1129.2857,606.9556,0,9.4877,6.2037,1628.172,163.1774,580.3669,1337.4091,476.60909,129.5048,12.8806,49.9415,
HANDSET MANUFACTURING UNIT,4/11/2013,5272513.98,80005,45453,38.7023,10.894057,79.2653,1151.4504,715.7929,60.3637,4.2891,2.8045,3563.992,115.3161,249.0141,945.1364,204.49545,77.8825,9.1026,21.4281,
HANDSET MANUFACTURING UNIT,5/11/2013,8567356.9,135457,45134,46.6838,11.338144,81.9201,1179.433,323.3644,0,5.248,3.4315,0,113.4305,240.695,929.6818,197.66364,71.5333,8.9538,20.7122,
HANDSET MANUFACTURING UNIT,6/11/2013,9434288.64,189110,44279,41.5698,10.810839,78.3685,1107.2965,78.5261,15.024,0.5152,4.3116,2360.512,123.818,311.9083,1014.8182,256.14545,80.3637,9.7737,26.8402,
HANDSET MANUFACTURING UNIT,7/11/2013,8499431.32,123374,65212,42.8271,11.439653,77.9089,1161.9393,132.1241,15.1587,0.4774,3.9946,2675.608,168.141,304.1815,1378.0909,249.8,91.3179,13.2724,26.1753,
HANDSET MANUFACTURING UNIT,8/11/2013,7480844.15,116071,55245,37.9167,11.885714,62.9688,1251.25,85.0218,20.9779,0.5124,4.2879,2705.771,178.9666,381.9316,1466.8182,313.65,123.3008,14.127,32.8658,
HANDSET MANUFACTURING UNIT,9/11/2013,7312018.52,105031,16280,38.9348,10.688346,79.3506,1090.9399,42.8481,36.3533,0.4968,4.1571,4268.157,131.8041,378.6272,1080.2727,310.93636,109.6743,10.4041,32.5815,
HANDSET MANUFACTURING UNIT,10/11/2013,9734288.64,189110,46240,41.5698,10.810839,78.3685,1107.2965,78.5261,15.024,0.5152,4.3116,2360.512,123.818,311.9083,1014.8182,256.14545,80.3637,9.7737,26.8402,
HANDSET MANUFACTURING UNIT,11/11/2013,8699431.32,123374,6482,42.8271,11.439653,77.9089,1161.9393,132.1241,15.1587,0.4774,3.9946,2675.608,168.141,304.1815,1378.0909,249.8,91.3179,13.2724,26.1753,
HANDSET MANUFACTURING UNIT,12/11/2013,7680844.15,116071,7542,37.9167,11.885714,62.9688,1251.25,85.0218,20.9779,0.5124,4.2879,2705.771,178.9666,381.9316,1466.8182,313.65,123.3008,14.127,32.8658,
HANDSET MANUFACTURING UNIT,13-11-2013,7712018.52,105031,5759,38.7023,10.688346,79.3506,1090.9399,42.8481,36.3533,0.4968,4.1571,4268.157,131.8041,378.6272,1080.2727,310.93636,109.6743,10.4041,32.5815,
HANDSET MANUFACTURING UNIT,14-11-2013,1533299.16,4384,6841,77.4819,14.104193,112.337,1479.4565,95.333,11.8398,10.3024,9.702,722.571,91,276.3636,756.5909,181.36364,72.7727,13.0455,27.0455,
HANDSET MANUFACTURING UNIT,15-11-2013,1681816.96,4366,6456,73.4783,13.298758,105.7133,1369.8913,114.957,27.8039,5.5246,10.647,717.857,111.9091,291.3182,860.1364,208.62727,376.8636,32.9545,158.4545,
HANDSET MANUFACTURING UNIT,16-11-2013,1353028.79,4006,55453,80.6093,13.200691,108.7702,1428.0645,113.09,0,6.6232,7.5329,653.333,94.6364,282.7273,751.9545,181.20455,51.7727,6.5909,21.4545,
HANDSET MANUFACTURING UNIT,17-11-2013,1488860.84,4076,95134,65.9319,12.721429,93.3065,1309.3548,72.442,0,10.1606,4.7773,622.095,98.5909,306.3182,749.4545,194.32727,73.5,7.2273,25.0455,
HANDSET MANUFACTURING UNIT,18-11-2013,1633299.16,4834,94279,77.4819,14.104193,112.337,1479.4565,95.333,11.8398,10.3024,9.702,722.571,91,276.3636,756.5909,181.36364,72.7727,13.0455,27.0455,
HANDSET MANUFACTURING UNIT,19-11-2013,1981816.96,4636,95212,73.4783,13.298758,105.7133,1369.8913,114.957,27.8039,5.5246,10.647,717.857,111.9091,291.3182,860.1364,208.62727,376.8636,32.9545,158.4545,
HANDSET MANUFACTURING UNIT,20-11-2013,1453028.79,4166,95245,80.6093,13.200691,108.7702,1428.0645,113.09,0,6.6232,7.5329,653.333,94.6364,282.7273,751.9545,181.20455,51.7727,6.5909,21.4545,
HANDSET MANUFACTURING UNIT,21-11-2013,1518860.84,4186,106280,65.9319,12.721429,93.3065,1309.3548,72.442,0,10.1606,4.7773,622.095,98.5909,306.3182,749.4545,194.32727,73.5,7.2273,25.0455,
HANDSET MANUFACTURING UNIT,22-11-2013,1517172.34,4405,96240,89.7283,13.792314,117.6359,1417.0109,87.649,0,9.1476,6.8735,624.238,105.0455,306.4545,754.2727,193.13182,40.5455,6.8636,15.2273,
HANDSET MANUFACTURING UNIT,23-11-2013,1546474.19,5561,96482,68.8095,12.581633,91.6071,1334.3407,38.235,0,9.8336,6.4465,611.714,108,305.9545,776.6364,198.85909,79.5909,6.2273,24.0909,
HANDSET MANUFACTURING UNIT,24-11-2013,1701807.82,6205,97542,80.1434,13.419355,101.6935,1390.6452,92.486,6.9945,14.7215,13.028,627.238,112.9545,304.8636,867.1818,215.82273,128.9545,12.4545,53.5,
HANDSET MANUFACTURING UNIT,25-11-2013,2402269.91,5006,95759,84.3369,13.476267,105.8871,1442.5806,206.96,69.9877,12.248,10.9496,613.143,115.3636,298.5455,905.4091,210.12727,95.0909,9.4545,38.4091,
HANDSET MANUFACTURING UNIT,26-11-2013,1211285.34,5034,96841,75.4189,13.207026,104.5594,1417.1311,83.632,49.589,11.5623,10.8429,615.857,171.5,309.6818,880.5909,206.69091,49.5455,8,15.3182,
HANDSET MANUFACTURING UNIT,27-11-2013,1392916.07,4319,96456,70.7921,12.964604,97.6207,1357.7228,118.126,46.3774,3.1245,2.5872,688.667,123.8182,273.7727,791.7727,187.37273,43.3636,7.6364,10.4091,
HANDSET MANUFACTURING UNIT,28-11-2013,1453544.72,5082,95453,68.9912,13.25047,102.4712,1378.4211,125.388,47.8766,2.0725,5.0021,636.667,111.2727,275.6818,867.7273,190.5,53.7273,7.3636,19.9091,
HANDSET MANUFACTURING UNIT,29-11-2013,1380051.81,5155,95134,69.6637,13.080365,102.3094,1393.8565,86.23,34.2365,6.2367,4.7043,610.286,117.6818,280.8182,840.1364,187.14545,103.4545,13.0455,38.1818,
HANDSET MANUFACTURING UNIT,30-11-2013,1422494.23,6000,84279,66.0726,13.407284,95.4486,1428.7871,95.229,60.6667,4.0538,4.6605,622.095,100.9091,284.9545,796.5909,188.38636,93.5,12.8182,37.2727,
HANDSET MANUFACTURING UNIT,1/12/2013,1437549.59,6340,85212,74.1848,13.345691,103.0639,1399.9728,158.382,18.7505,2.9959,5.697,602,112.2727,281.6818,914.9091,208.49545,112.8636,14,39.9091,
HANDSET MANUFACTURING UNIT,2/12/2013,1372801.73,6402,5245,63.5185,13.116667,97.2917,1400.1282,48.039,19.0108,1.5954,6.4722,5072.619,116.8182,265.9091,1379.4091,255.45909,87.6364,10.7727,38,
HANDSET MANUFACTURING UNIT,3/12/2013,1452659.76,7312,6280,68.8107,13.319634,96.5201,1397.7889,221.528,0,2.4199,4.2477,5413.095,118.6364,279.1818,904.5,204.01364,85.2273,11.8182,34.5455,
HANDSET MANUFACTURING UNIT,4/12/2013,1335773.87,5369,6240,73.7652,13.23974,97.5,1390.8409,208.569,30.429,7.2596,5.3951,5230.286,103.9545,276.2727,828.0455,187.80909,64.5,11.6818,20.2727,
HANDSET MANUFACTURING UNIT,5/12/2013,1383940.44,6231,6482,72.1859,13.440022,97.255,1411.5829,136.737,31.5863,8.4306,5.5902,2421.429,109.3182,283.2727,953.0455,214.22273,65.5455,11,24.0909,
HANDSET MANUFACTURING UNIT,6/12/2013,1437164.02,6796,7542,66.0888,13.228643,97.6225,1406.0804,151.538,43.0027,7.306,4.7375,2126.714,119.2727,299.3636,945,198.74545,98,58.8182,11.5,
HANDSET MANUFACTURING UNIT,7/12/2013,1346017.92,5783,5759,74.5333,12.9675,98.9625,1358.775,5.659,43.1783,11.0019,6.6564,6354.571,106.9545,286.7273,896.5,207.1,81.5455,23.7727,18.6818,
HANDSET MANUFACTURING UNIT,8/12/2013,1391444.98,6364,6841,82.3549,13.487846,108.8993,1441.5672,173.248,11.7112,18.9944,5.6173,3272.952,138.3182,317.8182,1253.8636,220.58636,107.2273,19.5909,21.8636,
HANDSET MANUFACTURING UNIT,9/12/2013,1400415.18,5775,6456,73.0167,13.521857,100.9125,1417.05,200.366,11.8272,14.881,2.8462,2568.714,120.9545,254.0909,912.6818,187.73636,63.8182,16.0455,17.2273,
HANDSET MANUFACTURING UNIT,10/12/2013,1324906.94,6700,5453,80.2514,13.530168,101.449,1417.1229,100.809,0,10.6956,9.0622,4164.429,139.4545,273.4545,1060.3182,210.21818,62.9545,14.4091,17.6364,
HANDSET MANUFACTURING UNIT,11/12/2013,1370126.81,6140,4240,74.2157,13.368908,102.5735,1438.0995,32.421,50.8308,6.7532,3.7021,3379.333,116.9091,254,913.5909,230.17727,126.5909,24.6818,21.4545,
HANDSET MANUFACTURING UNIT,12/12/2013,1326757.42,6842,4266,81.9,13.955036,112.8563,1451.775,52.031,144.9951,2.792,6.7298,3155.143,87.1364,241.4545,799.1818,245.33636,133.2727,18.1364,22.4091,
HANDSET MANUFACTURING UNIT,13-12-2013,1401271.75,7645,4206,70.4439,13.584207,102.6445,1436.1558,172.967,95.636,21.1549,11.0618,252.905,79.3636,221.9545,853.5909,220.00455,211.1818,34.5909,71.7273,
HANDSET MANUFACTURING UNIT,14-12-2013,1404427.38,6951,4176,70.8209,13.662473,99.8041,1446.791,189.24,11.8084,22.0559,16.3239,2981.048,93.0909,240.1364,881.7273,202.85909,177.4545,31.2727,68.4545,
HANDSET MANUFACTURING UNIT,15-12-2013,1442009.24,7668,5234,76.9832,13.57063,103.6278,1462.2905,206.839,3.8765,24.7528,12.8866,3706.667,97.9545,244.3636,971.9091,223.51364,242.4545,30.6818,110.3182,
HANDSET MANUFACTURING UNIT,16-12-2013,1501977.33,8565,4446,75.0382,13.75095,103.3142,1438.6927,132.829,0,22.3612,10.12,2226.429,94.3182,230.0455,868.1818,203.79545,104.9545,18.7273,31.5909,
HANDSET MANUFACTURING UNIT,17-12-2013,1472556.02,7733,4346,86.2007,13.771313,118.4677,1477.8226,194.316,34.6945,16.1471,10.5085,4038.81,77.8182,197.1818,821.3636,186.13636,118.8636,16.1364,29.1818,
HANDSET MANUFACTURING UNIT,18-12-2013,1437436.41,7926,4216,71.3785,13.186582,98.639,1387.5,140.09,35.5475,25.5469,16.3561,3323.762,66.8636,191.1818,770.9091,189.49545,68.1364,11.8636,20,
HANDSET MANUFACTURING UNIT,19-12-2013,1414660.67,7236,4505,70.1412,13.363559,98.464,1424.4915,149.738,15.863,8.4092,6.4329,4422.667,66.9545,194.4545,697.6364,177.88182,34.2273,4.4091,10.1364,
HANDSET MANUFACTURING UNIT,20-12-2013,1416832.56,8113,5661,70.0298,13.411224,104.3555,1417.0982,99.954,15.817,30.4317,19.1214,3892.381,98.1364,253.5455,928.5455,232.93636,36,3.9091,8,
HANDSET MANUFACTURING UNIT,21-12-2013,1469815.17,6600,6305,70.7417,13.195929,98.9625,1400.175,117.032,0,26.9388,8.9639,1885.191,95.9091,254.0455,843.4091,214.49545,61.6364,8.7727,18.6364,
HANDSET MANUFACTURING UNIT,22-12-2013,1540875.55,7400,5226,75.7181,13.641109,98.5372,1401.3032,121.125,35.811,15.591,17.2415,1953.81,89.0909,245.5,767.3182,188.95,37.1364,4.0909,12,
HANDSET MANUFACTURING UNIT,23-12-2013,1530054.05,7335,5134,62.6861,12.822399,84.1292,1339.8058,189.038,0,14.6214,8.1612,1791.191,94.4091,247.6364,802.2273,215.27727,48.7273,3.8182,15.5909,
HANDSET MANUFACTURING UNIT,24-12-2013,1584425.04,6638,4279,72.1521,13.686512,97.145,1434.9029,196.773,0,11.5737,8.7112,3074.667,92.0455,291.5909,785.5909,209.51364,43,3.8636,16.8636,
HANDSET MANUFACTURING UNIT,25-12-2013,1695797.42,7282,5212,72.9083,13.361679,102.375,1442.025,160.32,0,9.656,8.0974,3117.048,135.0455,249.3182,846.5,187.00455,45.8182,5.8182,13.9091,
HANDSET MANUFACTURING UNIT,26-12-2013,1929664.62,6834,5245,71.8265,13.682436,98.0009,1460.4452,147.936,40.3932,9.0486,9.3905,2023.524,92.5,221.1818,790.3636,177.93636,41.5909,4.7727,16.2273,
HANDSET MANUFACTURING UNIT,27-12-2013,1463802.39,7541,6280,70.9562,13.756545,98.7625,1454.8207,262.807,0,16.3995,14.9244,3395.667,96.9091,252.4091,898.4545,220.62273,65.5909,18.1818,17.6364,
HANDSET MANUFACTURING UNIT,28-12-2013,1490261.66,7830,6240,59.2809,13.217295,84.632,1392.1066,311.592,30.3757,17.5951,11.626,2921.333,106.1818,254.9091,1144.5455,280.93636,74.1364,30.1364,16.1818,
HANDSET MANUFACTURING UNIT,29-12-2013,1773655.33,10642,6482,64.7032,13.211155,92.6027,1397.2603,455.428,46.9608,20.7395,17.4295,2825.095,126.0455,269.3182,1115.2727,230.66364,74.1818,27.6364,17.5909,
HANDSET MANUFACTURING UNIT,30-12-2013,1630311.65,9739,7542,68.4878,13.715226,90.128,1433.561,467.509,93.5075,34.547,30.3686,5082.667,114.2273,324.5909,1271.5455,300.20455,94.2727,17.0455,25.8636,
HANDSET MANUFACTURING UNIT,31-12-2013,1988101.74,16778,5759,63.4742,13.85664,89.0317,1441.4789,402.614,0,38.2332,25.3185,4011.714,118.0455,281.5455,971.7273,231.90909,62.5455,11.8636,20.9545,
HANDSET MANUFACTURING UNIT,1/1/2014,2239323.58,11632,6841,61.0278,13.6175,90.3229,1411.8333,435.346,105.1623,37.684,25.5769,2666.857,118.5909,261.4545,893.6818,217.71364,39.1818,7.6818,12.1818,
HANDSET MANUFACTURING UNIT,2/1/2014,2741551.49,11814,6456,56.0507,12.873331,75.9069,1322.6087,408.612,0,36.1916,21.2754,1675.905,175.5455,275.6364,3826.6818,356.93182,56.0909,10.9545,16.1818,
HANDSET MANUFACTURING UNIT,3/1/2014,1911687.82,6701,5453,62.4074,13.102381,85.1042,1365,481.883,104.0112,6.359,5.2909,3668.476,167.9545,241.7273,2170.1818,247.02727,45.7727,11.3636,9.7273,
HANDSET MANUFACTURING UNIT,4/1/2014,1495108.12,8936,4484,58.3943,12.994338,80.5564,1387.4085,217.694,0,0,0,0,95,216.7273,969.1818,172.79091,16.8636,2.5,5,
HANDSET MANUFACTURING UNIT,5/1/2014,1358937.65,9393,4266,47.5541,12.722032,73.125,1333.3442,52.865,25.8875,0.2319,0,2429.714,111.0909,234.9545,1835.1818,225.4,59.2273,4.0909,24.7727,
HANDSET MANUFACTURING UNIT,6/1/2014,1382330.03,9602,4206,59.8805,13.436076,80.3244,1381.6456,88.948,26.1196,0.2232,0,2754.048,115.1818,242.5909,1697.8636,241.82727,33.9545,4.9091,6.7273,
HANDSET MANUFACTURING UNIT,7/1/2014,2406703.61,10207,4176,61.2679,13.43674,77.7901,1413.0861,57.238,36.1466,0.1027,0,2785.095,141.6818,237.7727,1549.3636,202.90909,334.0455,3.6818,7,
HANDSET MANUFACTURING UNIT,8/1/2014,2512297.06,10717,5234,71.0122,13.404974,84.7382,1402.9319,28.846,62.6395,0.094,5.4546,4393.286,108.2273,248.8182,1114.8636,212.45455,292.2727,30.6818,118.3182,
HANDSET MANUFACTURING UNIT,9/1/2014,1564157.78,12512,4446,60.1852,13.030952,83.9583,1380,621.432,20.7815,6.1354,8.5634,3948.333,108.3182,276.7273,1028.1364,214.91364,74.8182,13.3182,20.8636,
HANDSET MANUFACTURING UNIT,10/1/2014,2040216.64,10264,4346,67.0833,13.468929,85.2188,1415.7115,1040.787,51.0694,5.293,2.3169,5381.381,119.9545,276.2727,941.4545,206.19545,38.9091,7.5,9.9545,
HANDSET MANUFACTURING UNIT,11/1/2014,2440791.55,11327,4216,60.6469,13.100489,78.3562,1368.8356,854.31,0,0.1386,0,4420.81,89.8636,226.3636,896.9545,178.92273,22.7273,2.5909,7.1364,
HANDSET MANUFACTURING UNIT,12/1/2014,1762327.23,10820,4505,58.1144,13.07043,80.045,1371.6737,587.16,0,0,0,4524.381,99,220.6818,1072.0455,177.15,27.7273,4.2273,8.3636,
HANDSET MANUFACTURING UNIT,13-01-2014,2465984.06,12338,5661,57.3207,13.081103,83.5127,1380.6962,522.584,0,6.7625,11.289,3647.762,108.6364,278.2273,928.5909,199.86364,79.0909,6.6818,23.2273,
HANDSET MANUFACTURING UNIT,14-01-2014,2459364.52,12567,6305,60.7032,13.50425,77.856,1385.1266,900.812,47.174,8.055,10.6689,3238.143,157.2727,258.3636,1084.3636,185.60455,47.1818,3.9091,17.8182,
HANDSET MANUFACTURING UNIT,15-01-2014,2489312.25,13143,5226,59.1749,13.853677,75.5225,1437.6393,818.376,0,7.4881,10.6691,4245.857,104.3636,233.6818,807.0909,177.96364,57.4545,5.3182,17.5,
HANDSET MANUFACTURING UNIT,16-01-2014,3467954.42,17828,5134,65.1245,13.325,78.0981,1381.7672,1100.992,46.782,8.2955,11.3669,3604,109.6364,226.5909,889.8636,182.87273,56.2727,6.4545,20.0909,
HANDSET MANUFACTURING UNIT,17-01-2014,2616862.34,13585,4279,60.6667,13.488857,76.725,1399.6615,272.036,0,8.4589,9.1026,4168.952,93.9545,222.7727,805.9091,201.14091,43.3182,5.0455,13.4545,
HANDSET MANUFACTURING UNIT,18-01-2014,2654399.97,10988,5212,59.1026,13.206593,78.6058,1369.3491,817.581,31.3919,6.5382,6.9866,3984.429,81.9091,225.1818,816.2727,223.89545,37.4091,5.4091,9.3182,
HANDSET MANUFACTURING UNIT,19-01-2014,2573375.05,13113,5245,61.1351,12.775135,76.2872,1341.7297,1288.844,31.1817,4.8666,6.3612,3943.524,98.6818,224.5455,855.8636,180.00455,40.5,3,7.9091,
HANDSET MANUFACTURING UNIT,20-01-2014,2199014.53,20763,6280,53.7865,12.940132,74.9424,1323.5526,540.757,31.5487,3.0925,2.2721,5732,111.0455,232.8636,791.3636,187.58182,22.7273,2.4545,6.9091,
HANDSET MANUFACTURING UNIT,21-01-2014,3391749.03,15178,6240,71.5344,13.742857,90.9226,1448.9683,1244.833,31.3605,1.2052,1.2667,4794.048,93.0455,200,889.3636,176.74091,24.5909,2.8636,6.8182,
HANDSET MANUFACTURING UNIT,22-01-2014,3425295.06,17716,6482,64.2846,13.314926,83.8178,1382.5472,1758.402,0,1.281,1.8025,4364.333,133.5,244.9091,1398.6364,207.02727,28.1818,3.2273,6.3182,
HANDSET MANUFACTURING UNIT,23-01-2014,1374734.86,17679,7542,65.7941,12.818661,84.1001,1347.2513,1030.257,0,6.7235,14.6349,4294.238,86.7727,258.7727,755.4545,167.29091,38.2727,4,12.1364,
HANDSET MANUFACTURING UNIT,24-01-2014,3523479.91,17752,5759,62.4,13.546531,82.5964,1416.1714,1418.209,33.6281,6.7597,13.5754,3653.238,121.1818,305.2727,1097.0455,204.51818,39.8182,4.5,9.6818,
HANDSET MANUFACTURING UNIT,25-01-2014,3342499.05,21179,6841,53.7727,12.961169,74.8977,1344.9545,715.315,0,7.2103,6.3902,3609.905,94.1364,235.6818,781.4545,180.31364,26.2727,3.9091,7.5455,
HANDSET MANUFACTURING UNIT,26-01-2014,3411083.15,28358,6456,52.8214,13.362325,71.2132,1351.5686,917.361,0,1.8015,3.246,4121.333,107.1364,281.2727,977,206.71818,25.5,2.8636,7.4091,
HANDSET MANUFACTURING UNIT,27-01-2014,1410847.91,28051,5453,57.7518,12.776208,78.5612,1324.1547,1791.183,0,5.5035,4.1672,4237.095,95.8636,234.8182,1045.8636,202.64091,46.0455,2.7273,21.4091,
HANDSET MANUFACTURING UNIT,28-01-2014,1348897.26,29027,5134,51.1271,11.920452,72.7743,1257.518,1438.156,0,7.4,4.3297,5421.762,98.8636,239.5455,1194.5909,221.76364,25.0909,3.1364,8.3636,
HANDSET MANUFACTURING UNIT,29-01-2014,1360883.22,33027,4279,52.1501,12.719017,71.1201,1302.2078,1296.546,66.0518,7.1903,3.8184,3889.762,84.0455,229.9545,1077.9545,206.75909,33.5455,4.6818,8.8182,
HANDSET MANUFACTURING UNIT,30-01-2014,1428057.03,37128,5212,51.7909,12.351222,75.2632,1311.1184,1606.041,31.3291,10.7713,6.4795,0,106.0455,229.2727,1248.6364,208.33182,35.6818,2.7273,10.7273,
HANDSET MANUFACTURING UNIT,31-01-2014,1352058.64,35627,5245,48.2576,12.586364,67.7699,1285.6818,733.219,31.442,9.3036,6.0275,4385.238,163,220.1364,863.9091,186.7,35.5909,3.9091,11.8182,
HANDSET MANUFACTURING UNIT,1/2/2014,1392976.88,29245,6280,66.1017,13.261653,90.58,1389.4068,559.335,98.8613,13.9809,13.0573,4190.619,97.1364,231.2273,931.4545,196.25909,57,8.2727,15.3182,
HANDSET MANUFACTURING UNIT,2/2/2014,1367597.63,43072,6240,59.9742,13.437482,83.5535,1403.4278,594.017,81.0844,6.9417,9.4272,4585.81,227.4091,348.1818,5330.5909,520.68182,49.5,8.2273,12.3182,
HANDSET MANUFACTURING UNIT,3/2/2014,1428164.04,29809,6482,55.2248,13.235382,74.939,1407.8372,1528.002,60.6353,13.719,9.2575,4315.667,217.6364,246.2273,1589.4545,245.83182,44.6364,7.0909,10.6818,
HANDSET MANUFACTURING UNIT,4/2/2014,1440122.79,18386,7542,41.9396,10.782832,72.2697,1124.5614,1456.185,20.4679,16.6322,13.1069,3302.667,906.7727,254.8182,1904.4545,221.11818,40.0455,8,11.4091,
HANDSET MANUFACTURING UNIT,5/2/2014,1464373.81,51578,5759,41.6303,10.945789,77.2762,1151.9869,1309.68,5.8744,15.1449,13.5712,4852.238,1169.4091,272.7273,2055.2727,200.12727,37.8182,4.9091,7.8636,
HANDSET MANUFACTURING UNIT,6/2/2014,1574096.07,58057,6841,41.6467,10.320488,74.1467,1067.1557,1074.439,118.4667,14.1612,9.9884,4218.524,124,243.8182,1194.0455,237.22273,136.6364,10.7273,26.1364,
HANDSET MANUFACTURING UNIT,7/2/2014,1557580.55,55493,6456,43.8592,10.441019,82.8277,1122.3786,1201.36,33.12,11.77,8.1795,3900.429,84.6818,223.3182,859.0909,182.56818,53.5455,6.6364,14.2273,
HANDSET MANUFACTURING UNIT,8/2/2014,1484115.52,86622,5453,48.425,11.099679,92.7469,1155.225,1321.858,64.7,9.2239,11.6513,4992.524,76,199.4545,920.6818,168.70455,42.6364,5.0909,8.6818,
HANDSET MANUFACTURING UNIT,9/2/2014,1436107.73,61103,5134,41.2437,10.780856,74.2386,1114.6447,1051.006,85.2464,5.3577,9.4233,4108.857,87.1364,403.7727,1091.8182,199.58182,31.4091,4.3636,7.4091,
HANDSET MANUFACTURING UNIT,10/2/2014,1430238.06,68092,4279,38.057,10.027128,75.1457,1070.1295,935.436,7.3203,9.1393,10.0477,3149.857,110.7727,268.5455,1095.4091,202.06364,54.3182,4.8636,15.1818,
HANDSET MANUFACTURING UNIT,11/2/2014,1420375.22,59401,5212,38.1959,10.518225,79.5329,1105.0515,1674.99,35.0395,9.9726,10.9754,3783,96.7273,225.7727,861.1364,179.77727,33.7727,4.3636,8.7727,
HANDSET MANUFACTURING UNIT,12/2/2014,1567453.13,22681,5245,40.6498,10.727556,81.7345,1115.9174,1066.52,0,5.2553,7.1372,3883.095,131.6818,210.3182,849.5455,165.47273,40.3182,3.9091,10.6364,
HANDSET MANUFACTURING UNIT,13-02-2014,1556214.14,69714,6280,41.3988,10.489955,73.4515,1080.4018,1119.701,70.3706,12.7822,8.1107,3695.714,152.5,214.1818,950.0909,183.65909,41.1364,5.7273,8.8636,
